ID do Empregado,Primeiro nome,Sobrenome,Gênero,Idade,Viagem de negócios,Departamento,Distância de Casa (KM),Estado,Etnia,Educação,Campo da educação,Cargo de Trabalho,Estado civil,Salário,Nível de opção de ações,Ao longo do tempo,Data de contratação,Atrito,Anos na empresa,Anos na função mais recente,Anos desde a última promoção,Anos com gerente atual
6B7D-82DB,Niko,Purvess,Masculino,40,Sem viagens,Tecnologia,15,New York,Branco,1,Sistemas de informação,Gerente de análise,Solteiro,465219,0,Não,44060,Não,2,2,2,0
D014-7DB2,Dolli,Dodgson,Feminino,20,Algumas viagens,Vendas,16,New York,Branco,3,Marketing,Representante de vendas,Solteiro,35754,0,Não,44067,Sim,0,0,0,0
61F3-DE78,Dehlia,Fullerton,Feminino,23,Algumas viagens,Tecnologia,40,California,Branco,3,Ciência da Computação,Cientista de dados,Solteiro,23632,0,Não,44067,Não,2,2,2,0
619D-D78F,Leesa,Gauford,Feminino,20,Algumas viagens,Tecnologia,24,New York,Branco,2,Estudos de Negócios,Cientista de dados,Solteiro,38138,0,Não,44072,Não,2,2,2,1
E6D9-ADEE,Jenifer,Jarvis,Feminino,20,Sem viagens,Tecnologia,45,California,Branco,2,Ciência da Computação,Engenheiro de software,Divorciado,28262,1,Não,44072,Sim,1,0,0,0
06DE-E772,Zechariah,Sturridge,Masculino,34,Viajante frequente,Vendas,45,New York,Branco,3,Marketing,Executivo de vendas,Casado,341971,0,Não,44076,Sim,1,0,0,0
C579-11D1,Benjie,Grosvenor,Masculino,23,Algumas viagens,Tecnologia,11,California,Branco,4,Sistemas de informação,Cientista de dados,Casado,22488,1,Não,44078,Não,2,2,2,2
0172-B5D2,Ketti,Keighley,Feminino,27,Algumas viagens,Tecnologia,28,California,Branco,4,Ciência da Computação,Engenheiro de aprendizado de máquina,Casado,93291,0,Não,44085,Não,2,1,2,1
63E0-439B,Kirbee,Pawelek,Feminino,22,Algumas viagens,Tecnologia,36,California,Branco,4,Ciência da Computação,Engenheiro de software,Solteiro,31072,0,Não,44089,Não,2,2,2,1
6957-5180,Ania,Osboldstone,Feminino,28,Algumas viagens,Vendas,18,Illinois,Branco,3,Economia,Executivo de vendas,Casado,113501,1,Sim,44096,Não,2,2,2,2
36A3-F0A5,Hirsch,Broadnicke,Masculino,23,Viajante frequente,Tecnologia,40,California,Branco,3,Ciência da Computação,Engenheiro de software senior,Divorciado,79724,1,Não,44097,Não,2,0,2,0
9671-222C,Akim,Garfit,Masculino,20,Algumas viagens,Tecnologia,38,California,Branco,3,Estudos de Negócios,Engenheiro de software,Divorciado,21344,1,Não,44099,Não,2,1,2,2
55A7-8D82,Allyn,Glyde,Não-binário,23,Viajante frequente,Recursos Humanos,34,New York,Branco,4,Recursos Humanos,Executivo de RH,Casado,75948,0,Não,44100,Não,2,0,0,2
E6C8-D659,Orazio,Alejandri,Masculino,31,Algumas viagens,Vendas,11,California,Branco,3,Marketing,Executivo de vendas,Divorciado,155386,3,Não,44100,Não,2,1,2,1
46C8-1E24,Anjela,Berns,Feminino,47,Algumas viagens,Tecnologia,32,California,Branco,3,Sistemas de informação,Engenheiro de aprendizado de máquina,Solteiro,243869,0,Não,44108,Não,2,1,1,0
F3A3-10CE,Jesus,Marde,Masculino,40,Algumas viagens,Vendas,37,California,Branco,4,Marketing,Executivo de vendas,Solteiro,226512,0,Sim,44112,Sim,2,1,1,1
72D8-2284,Othelia,Tumber,Feminino,20,Algumas viagens,Tecnologia,41,Illinois,Branco,3,Ciência da Computação,Cientista de dados,Divorciado,40701,1,Não,44115,Não,2,1,1,1
DE9A-5E67,Mirabel,Scotter,Feminino,33,Algumas viagens,Tecnologia,3,California,Branco,4,Ciência da Computação,Gerente de engenharia,Solteiro,307688,0,Não,44116,Não,2,2,2,0
F126-8059,Wally,Dowse,Masculino,23,Algumas viagens,Vendas,23,New York,Branco,4,Marketing,Executivo de vendas,Divorciado,53590,2,Não,44117,Não,2,0,2,0
BD70-7DAE,Kalil,Gauntley,Masculino,22,Viajante frequente,Tecnologia,2,New York,Branco,3,Estudos de Negócios,Engenheiro de software,Solteiro,37014,0,Sim,44127,Sim,1,0,1,0
8640-414A,Rivkah,Siderfin,Feminino,29,Algumas viagens,Tecnologia,32,California,Branco,3,Ciência da Computação,Gerente de engenharia,Casado,390142,0,Não,44131,Não,2,1,2,2
F578-F0C8,Domeniga,Killock,Feminino,21,Algumas viagens,Tecnologia,6,California,Branco,5,Estudos de Negócios,Engenheiro de software,Casado,25149,0,Não,44138,Sim,1,1,1,1
7F24-55A3,Boyce,Heditch,Masculino,23,Algumas viagens,Tecnologia,17,New York,Branco,3,Sistemas de informação,Engenheiro de aprendizado de máquina,Casado,80236,0,Não,44138,Não,2,0,2,1
0B49-32CD,Nettle,Manwaring,Feminino,20,Algumas viagens,Tecnologia,30,California,Branco,2,Sistemas de informação,Cientista de dados,Divorciado,41179,1,Não,44139,Não,2,0,0,0
991F-BAF4,Leonelle,Frost,Não-binário,33,Algumas viagens,Tecnologia,4,Illinois,Branco,2,Sistemas de informação,Gerente de análise,Casado,350024,1,Não,44139,Não,2,1,2,0
BAE6-B5DE,Pammi,Biernat,Feminino,22,Algumas viagens,Tecnologia,21,New York,Branco,3,Outro,Cientista de dados,Solteiro,33354,0,Não,44143,Não,2,1,2,2
CFE3-312D,Jess,Hoyte,Masculino,21,Viajante frequente,Vendas,36,Illinois,Branco,4,Outro,Executivo de vendas,Solteiro,46452,0,Sim,44143,Sim,1,1,1,0
F532-0DAF,Byrle,Fright,Masculino,22,Algumas viagens,Tecnologia,24,California,Branco,3,Sistemas de informação,Engenheiro de software,Casado,44076,1,Não,44143,Não,2,1,1,1
EC4D-D0F3,Camilla,Caistor,Feminino,28,Algumas viagens,Recursos Humanos,31,New York,Branco,3,Recursos Humanos,Executivo de RH,Casado,96807,1,Não,44147,Não,2,1,2,0
9461-9439,Verne,Heads,Masculino,21,Algumas viagens,Tecnologia,24,New York,Branco,3,Sistemas de informação,Engenheiro de aprendizado de máquina,Divorciado,75816,1,Não,44150,Não,2,1,1,0
7CDB-25C4,Isaac,Tomini,Masculino,22,Algumas viagens,Tecnologia,40,New York,Branco,3,Sistemas de informação,Engenheiro de software senior,Casado,54114,1,Sim,44153,Não,2,0,1,1
E2A0-930A,Federica,Killiner,Feminino,21,Algumas viagens,Vendas,18,Illinois,Branco,4,Economia,Executivo de vendas,Solteiro,49374,0,Não,44154,Não,2,2,2,1
FD95-9EEB,Sasha,Incogna,Masculino,30,Algumas viagens,Tecnologia,19,Illinois,Branco,4,Estudos de Negócios,Cientista de dados,Solteiro,96187,0,Sim,44154,Sim,0,0,0,0
9536-9492,Ingelbert,Kennerley,Masculino,23,Algumas viagens,Tecnologia,4,New York,Branco,4,Ciência da Computação,Engenheiro de software,Divorciado,42687,3,Sim,44156,Não,2,2,2,2
1A7C-19DB,Randi,Oswick,Feminino,39,Algumas viagens,Tecnologia,42,California,Branco,4,Ciência da Computação,Gerente de engenharia,Solteiro,539998,0,Sim,44157,Sim,1,0,0,0
CA1B-0302,Hestia,Pickin,Feminino,22,Algumas viagens,Recursos Humanos,11,New York,Branco,3,Marketing,Recrutador,Casado,26880,0,Não,44175,Não,2,2,2,1
5795-08D3,Staffard,Ramard,Masculino,21,Algumas viagens,Tecnologia,23,California,Branco,2,Sistemas de informação,Engenheiro de aprendizado de máquina,Divorciado,56541,2,Não,44175,Não,2,0,1,0
06B9-B79D,Roseanne,Thrustle,Feminino,21,Algumas viagens,Vendas,36,California,Branco,3,Marketing,Executivo de vendas,Casado,76057,2,Não,44177,Sim,1,0,0,0
A89C-9A1E,Seline,Hanlin,Feminino,21,Algumas viagens,Tecnologia,30,California,Branco,3,Estudos de Negócios,Cientista de dados,Divorciado,56422,1,Não,44177,Não,2,2,2,1
0.00E+00,Pepi,Clift,Feminino,21,Algumas viagens,Tecnologia,39,New York,Branco,2,Sistemas de informação,Engenheiro de aprendizado de máquina,Solteiro,63201,0,Não,44178,Não,2,2,2,2
2D04-D0A5,Rosaline,Ferrieri,Feminino,29,Viajante frequente,Vendas,13,California,Branco,3,Marketing,Executivo de vendas,Casado,126008,1,Não,44181,Não,2,2,2,1
30CC-9AD8,Maximo,Poundford,Masculino,22,Algumas viagens,Tecnologia,20,Illinois,Branco,2,Sistemas de informação,Engenheiro de software senior,Casado,54899,1,Sim,44183,Não,2,0,1,0
C96B-43C7,Kristo,Casaro,Masculino,21,Algumas viagens,Tecnologia,22,New York,Branco,2,Ciência da Computação,Engenheiro de software,Divorciado,73075,2,Não,44188,Não,2,1,1,1
12E5-9BD1,Kessiah,Tallet,Feminino,36,Algumas viagens,Tecnologia,10,California,Branco,4,Sistemas de informação,Engenheiro de software senior,Divorciado,297181,1,Não,44189,Não,2,2,2,2
DF94-FD29,Shaughn,Wehden,Masculino,22,Viajante frequente,Vendas,4,New York,Branco,4,Marketing,Executivo de vendas,Solteiro,75816,0,Não,44189,Sim,1,0,0,0
23E6-A67A,Faun,Gosson,Não-binário,19,Algumas viagens,Tecnologia,25,California,Branco,2,Outro,Engenheiro de aprendizado de máquina,Solteiro,50352,0,Sim,44198,Não,1,1,1,1
50FB-5702,Betty,Greetland,Feminino,31,Sem viagens,Vendas,7,New York,Branco,2,Marketing,Executivo de vendas,Casado,186215,1,Não,44200,Não,1,0,1,1
04E6-6B61,Rodd,Haddow,Masculino,29,Algumas viagens,Vendas,17,California,Branco,4,Marketing,Executivo de vendas,Solteiro,140158,0,Não,44200,Não,1,0,1,1
3F5B-6277,Katerine,Fredi,Feminino,19,Algumas viagens,Tecnologia,36,California,Branco,2,Sistemas de informação,Engenheiro de software,Solteiro,23385,2,Não,44202,Não,1,0,1,1
489B-14EC,Harley,Angelini,Feminino,21,Algumas viagens,Tecnologia,15,Illinois,Branco,2,Ciência da Computação,Engenheiro de aprendizado de máquina,Casado,62882,0,Sim,44205,Sim,0,0,0,0
0F2B-3457,Steven,Bucktrout,Masculino,19,Viajante frequente,Vendas,14,New York,Branco,2,Marketing,Executivo de vendas,Solteiro,74458,1,Sim,44206,Não,1,0,0,1
3182-7F44,Bethany,Dawks,Feminino,21,Algumas viagens,Tecnologia,19,New York,Branco,4,Sistemas de informação,Engenheiro de software,Solteiro,25114,0,Não,44212,Não,1,1,1,1
08AC-30AB,Wolf,Sainsbury,Masculino,51,Algumas viagens,Tecnologia,30,New York,Branco,3,Ciência da Computação,Gerente de análise,Divorciado,232658,1,Não,44213,Não,1,1,1,1
1368-8327,Nataniel,Garrattley,Não-binário,22,Algumas viagens,Tecnologia,16,New York,Branco,1,Ciência da Computação,Cientista de dados,Casado,78467,2,Sim,44221,Não,1,0,1,0
9758-DE2F,Modestine,Yeowell,Feminino,28,Algumas viagens,Tecnologia,15,California,Branco,4,Outro,Executivo de vendas,Solteiro,319619,0,Sim,44222,Não,1,1,1,0
10C9-925C,Mechelle,Kyte,Feminino,22,Algumas viagens,Tecnologia,40,Illinois,Branco,4,Ciência da Computação,Engenheiro de software senior,Casado,66266,1,Não,44227,Não,1,0,1,1
B76C-D9CE,Mada,Moss,Feminino,22,Algumas viagens,Recursos Humanos,7,New York,Branco,2,Economia,Recrutador,Casado,29322,0,Sim,44227,Sim,1,0,0,0
56FC-5C6E,Donovan,Sycamore,Masculino,28,Algumas viagens,Vendas,42,California,Branco,3,Marketing,Executivo de vendas,Casado,128192,1,Não,44232,Não,1,1,1,0
218E-AB6F,Mickie,D'Abbot-Doyle,Masculino,42,Algumas viagens,Tecnologia,28,California,Branco,3,Ciência da Computação,Gerente de engenharia,Solteiro,380905,0,Não,44233,Não,1,0,1,1
B0C2-0E3D,Cindy,Mordanti,Feminino,22,Algumas viagens,Vendas,22,California,Branco,1,Outro,Executivo de vendas,Casado,48698,0,Sim,44245,Não,1,0,1,1
D1C6-25BE,Shadow,O'Curneen,Masculino,19,Algumas viagens,Tecnologia,26,California,Branco,3,Sistemas de informação,Engenheiro de software,Solteiro,43961,1,Não,44246,Não,1,0,1,1
801E-9D0E,Shaw,McCaw,Masculino,32,Algumas viagens,Tecnologia,34,California,Branco,4,Sistemas de informação,Engenheiro de software,Solteiro,439641,0,Não,44247,Não,1,0,1,1
48B9-8A61,Clarita,Chetter,Feminino,19,Algumas viagens,Tecnologia,44,California,Branco,4,Ciência da Computação,Engenheiro de aprendizado de máquina,Solteiro,42900,2,Sim,44255,Não,1,0,1,0
4C88-27A1,Eleonora,Grosier,Feminino,21,Algumas viagens,Tecnologia,38,California,Branco,1,Sistemas de informação,Engenheiro de software senior,Casado,63049,0,Sim,44256,Sim,0,0,0,0
C4F0-F933,Vassily,Bazoge,Masculino,37,Algumas viagens,Tecnologia,22,Illinois,Branco,3,Ciência da Computação,Engenheiro de software senior,Casado,193287,1,Sim,44256,Não,1,0,1,0
8A18-9075,Phyllys,Newham,Feminino,31,Viajante frequente,Tecnologia,25,New York,Branco,5,Sistemas de informação,Gerente de análise,Solteiro,362540,1,Não,44258,Não,1,0,0,0
76FD-F574,Chucho,Herries,Masculino,35,Algumas viagens,Tecnologia,19,New York,Branco,4,Ciência da Computação,Engenheiro de aprendizado de máquina,Casado,286432,1,Não,44258,Não,1,0,1,0
81C2-E188,Nada,Finlator,Feminino,19,Algumas viagens,Recursos Humanos,1,California,Branco,3,Recursos Humanos,Executivo de RH,Solteiro,41958,1,Não,44264,Não,1,1,1,0
C768-BBF8,Carine,Molfino,Feminino,30,Algumas viagens,Tecnologia,19,California,Branco,3,Ciência da Computação,Engenheiro de software senior,Divorciado,125751,1,Não,44266,Não,1,0,1,1
8B79-18F1,Abra,MacGray,Feminino,20,Algumas viagens,Tecnologia,39,California,Branco,4,Sistemas de informação,Engenheiro de software,Casado,37436,0,Sim,44269,Sim,0,0,0,0
7FA1-BC64,Curry,Bramah,Masculino,19,Algumas viagens,Tecnologia,7,California,Branco,3,Sistemas de informação,Engenheiro de software,Solteiro,30896,0,Sim,44272,Sim,1,0,0,0
6FA6-DBB9,Darya,Itzkovsky,Feminino,42,Algumas viagens,Vendas,2,New York,Branco,3,Economia,Executivo de vendas,Divorciado,260021,1,Não,44277,Não,1,1,1,0
4B7E-9DE5,Tanner,Syplus,Masculino,21,Algumas viagens,Tecnologia,5,New York,Branco,3,Ciência da Computação,Engenheiro de software,Casado,25060,1,Não,44277,Não,1,1,1,1
7B30-BAC8,Ferdy,Geggus,Masculino,50,Viajante frequente,Tecnologia,38,New York,Branco,4,Sistemas de informação,Engenheiro de aprendizado de máquina,Casado,366078,0,Não,44280,Não,1,0,0,1
F220-AAA6,Caspar,Edgley,Masculino,22,Algumas viagens,Tecnologia,42,California,Branco,4,Estudos de Negócios,Engenheiro de software,Casado,51272,1,Sim,44281,Não,1,0,0,1
20BA-5868,Mallissa,Buzine,Não-binário,19,Algumas viagens,Vendas,29,California,Branco,1,Marketing,Representante de vendas,Solteiro,29673,1,Não,44282,Sim,0,0,0,0
E9AB-3F99,Babb,Rosas,Prefiro não dizer,45,Algumas viagens,Tecnologia,5,California,Branco,4,Ciência da Computação,Engenheiro de aprendizado de máquina,Solteiro,241664,0,Não,44282,Não,1,1,1,0
40BE-EEAF,Adriano,Purselowe,Masculino,24,Viajante frequente,Tecnologia,45,California,Branco,3,Ciência da Computação,Cientista de dados,Solteiro,85422,0,Sim,44283,Sim,1,0,0,0
1787-DF90,Michail,Pimblotte,Masculino,26,Algumas viagens,Vendas,36,Illinois,Branco,4,Marketing,Representante de vendas,Casado,70455,2,Sim,44285,Não,1,1,1,1
3F3F-E438,Kathleen,Wanjek,Feminino,21,Sem viagens,Tecnologia,24,California,Branco,5,Sistemas de informação,Engenheiro de software,Casado,53912,2,Sim,44288,Não,1,1,1,0
F573-D043,Alice,Brabon,Feminino,22,Algumas viagens,Vendas,16,California,Branco,3,Marketing,Executivo de vendas,Solteiro,70202,0,Não,44294,Não,1,0,0,0
8C57-8F84,Lemmie,Antoniak,Masculino,20,Viajante frequente,Tecnologia,45,California,Branco,2,Sistemas de informação,Engenheiro de software,Divorciado,22773,3,Sim,44300,Sim,1,0,0,0
974D-9F8F,Tove,Arnao,Feminino,21,Viajante frequente,Vendas,40,California,Branco,3,Marketing,Executivo de vendas,Solteiro,59519,0,Não,44304,Não,1,1,1,1
D92F-63AD,Gabey,Whitloe,Feminino,19,Viajante frequente,Tecnologia,45,California,Branco,3,Ciência da Computação,Cientista de dados,Solteiro,32322,0,Não,44308,Não,1,1,1,1
617A-5092,Arnoldo,Lerer,Masculino,39,Sem viagens,Tecnologia,30,California,Branco,4,Ciência da Computação,Engenheiro de software senior,Solteiro,152771,1,Não,44310,Não,1,1,1,1
55FD-42E9,Johnna,Knotton,Feminino,42,Algumas viagens,Tecnologia,13,California,Branco,3,Ciência da Computação,Engenheiro de aprendizado de máquina,Solteiro,293303,0,Não,44311,Não,1,0,0,1
9E87-533E,Cindi,Dudgeon,Feminino,27,Algumas viagens,Vendas,16,California,Branco,3,Marketing,Gerente,Solteiro,225831,1,Não,44311,Não,1,1,1,0
4C06-7031,Jaine,Pashan,Feminino,43,Algumas viagens,Tecnologia,35,California,Branco,5,Ciência da Computação,Gerente de engenharia,Solteiro,286660,0,Não,44312,Não,1,0,0,1
3D47-6A75,Burch,Albers,Masculino,45,Algumas viagens,Vendas,20,California,Branco,3,Marketing,Gerente,Casado,374781,1,Não,44316,Não,1,1,1,1
AF5D-A8C8,Jedidiah,Orrick,Masculino,24,Algumas viagens,Vendas,27,California,Branco,4,Marketing,Executivo de vendas,Casado,86102,0,Sim,44320,Sim,0,0,0,0
B0C8-E3DF,Eleanor,Escalero,Feminino,19,Viajante frequente,Recursos Humanos,24,Illinois,Branco,3,Economia,Recrutador,Casado,25838,1,Não,44322,Não,1,0,0,0
AA19-95BD,Avrom,Low,Masculino,33,Algumas viagens,Vendas,43,New York,Branco,4,Marketing,Executivo de vendas,Solteiro,165988,0,Sim,44324,Sim,1,0,0,0
B347-DA2D,Linus,Darragh,Masculino,31,Algumas viagens,Tecnologia,6,California,Branco,1,Sistemas de informação,Gerente de análise,Casado,376853,1,Não,44326,Não,1,1,1,0
AFC3-E23F,Julissa,Fosbraey,Feminino,35,Algumas viagens,Tecnologia,4,California,Branco,2,Ciência da Computação,Cientista de dados,Solteiro,423941,0,Não,44330,Não,1,1,1,1
217C-7180,Hale,Patty,Masculino,20,Algumas viagens,Tecnologia,27,Illinois,Branco,1,Estudos de Negócios,Cientista de dados,Solteiro,27141,0,Não,44331,Não,1,1,1,1
4FA9-D343,Consolata,Risom,Feminino,21,Viajante frequente,Vendas,33,New York,Branco,3,Marketing,Executivo de vendas,Divorciado,60810,1,Não,44334,Não,1,0,1,1
A2AE-FD61,Conrado,Brearley,Masculino,32,Algumas viagens,Tecnologia,30,California,Branco,1,Sistemas de informação,Cientista de dados,Casado,89960,3,Não,44334,Não,1,0,1,1
B0B9-19C6,Lorna,Kuzma,Feminino,22,Algumas viagens,Vendas,25,California,Branco,3,Outro,Executivo de vendas,Casado,48716,1,Não,44338,Não,1,1,1,1
AFDF-3DA8,Mikkel,Fosdyke,Masculino,41,Algumas viagens,Vendas,35,New York,Branco,1,Marketing,Gerente,Casado,314961,1,Não,44339,Sim,0,0,0,0
8533-B8FA,Ambur,Axton,Feminino,20,Viajante frequente,Tecnologia,32,California,Branco,3,Ciência da Computação,Engenheiro de software,Divorciado,33488,2,Não,44340,Não,1,1,1,1
ADB8-7B07,Oona,Offer,Feminino,47,Algumas viagens,Tecnologia,23,New York,Branco,1,Ciência da Computação,Engenheiro de software senior,Casado,221827,1,Não,44352,Não,1,0,0,1
0D60-C312,Erica,Delany,Feminino,32,Algumas viagens,Tecnologia,16,Illinois,Branco,3,Ciência da Computação,Engenheiro de aprendizado de máquina,Casado,228427,1,Sim,44353,Não,1,1,1,1
A6AA-56AE,Corie,Rizzardo,Feminino,19,Algumas viagens,Tecnologia,18,Illinois,Branco,3,Ciência da Computação,Engenheiro de software,Solteiro,28346,0,Não,44354,Não,1,1,1,1
31E1-001F,Stevy,McArthur,Masculino,21,Viajante frequente,Tecnologia,33,California,Branco,2,Sistemas de informação,Engenheiro de software,Casado,37954,1,Sim,44354,Não,1,0,0,1
6731-1425,Robyn,Takis,Feminino,43,Viajante frequente,Tecnologia,4,California,Branco,3,Sistemas de informação,Engenheiro de aprendizado de máquina,Solteiro,262392,0,Sim,44355,Não,1,1,1,1
1A82-AF2C,Keriann,Umbers,Feminino,40,Algumas viagens,Tecnologia,38,California,Branco,2,Sistemas de informação,Engenheiro de software senior,Casado,380248,0,Sim,44356,Não,1,0,1,1
D6BA-10A1,Leandra,Keepin,Não-binário,21,Algumas viagens,Tecnologia,37,California,Branco,3,Sistemas de informação,Cientista de dados,Solteiro,43030,0,Não,44357,Não,1,0,1,1
F3D0-41D1,Raddie,Broodes,Masculino,20,Algumas viagens,Tecnologia,34,California,Branco,4,Ciência da Computação,Engenheiro de software,Solteiro,22925,0,Sim,44360,Sim,1,0,0,0
1053-41B1,Andy,Lingwood,Feminino,19,Algumas viagens,Tecnologia,24,California,Branco,2,Ciência da Computação,Cientista de dados,Solteiro,31014,1,Não,44363,Não,1,1,1,0
BC21-2167,Aldin,Barens,Não-binário,28,Viajante frequente,Tecnologia,40,California,Branco,1,Ciência da Computação,Engenheiro de software senior,Solteiro,187698,0,Não,44364,Não,1,0,1,1
DDAC-D5FD,Ricoriki,Swiers,Masculino,22,Viajante frequente,Tecnologia,4,California,Branco,3,Sistemas de informação,Cientista de dados,Casado,21854,1,Não,44365,Sim,0,0,0,0
8941-0BAC,Tracee,Gaukroger,Feminino,30,Algumas viagens,Vendas,12,California,Branco,3,Marketing,Executivo de vendas,Divorciado,145929,3,Não,44369,Não,1,0,1,1
AA3A-EC19,Townsend,Dunrige,Masculino,38,Algumas viagens,Tecnologia,45,California,Branco,2,Sistemas de informação,Gerente de engenharia,Divorciado,439935,1,Sim,44369,Não,1,1,1,1
DDBF-9C79,Yelena,Stamp,Feminino,26,Algumas viagens,Vendas,10,California,Branco,4,Marketing,Executivo de vendas,Solteiro,93246,0,Sim,44372,Sim,1,0,0,0
6819-65F3,Derward,Darco,Masculino,21,Algumas viagens,Tecnologia,34,New York,Branco,2,Ciência da Computação,Engenheiro de software,Casado,26137,1,Não,44373,Não,1,0,0,1
3BAB-C57E,Hashim,Payn,Masculino,19,Algumas viagens,Tecnologia,28,California,Branco,3,Sistemas de informação,Cientista de dados,Solteiro,26062,3,Sim,44377,Não,1,1,1,1
BC20-368E,Flem,Simenon,Masculino,39,Algumas viagens,Vendas,37,New York,Branco,3,Marketing,Gerente,Casado,265712,1,Sim,44383,Não,1,0,0,1
F3AE-DEF2,Vern,Foord,Masculino,20,Viajante frequente,Tecnologia,39,California,Branco,3,Sistemas de informação,Engenheiro de aprendizado de máquina,Solteiro,42308,0,Não,44384,Não,1,1,1,0
F5B1-A266,Arly,Fleetham,Feminino,22,Algumas viagens,Tecnologia,34,California,Branco,1,Ciência da Computação,Engenheiro de software,Casado,36677,1,Não,44386,Não,1,0,1,1
2EB9-9D31,Cybill,Mitkin,Feminino,27,Sem viagens,Recursos Humanos,4,California,Branco,3,Recursos Humanos,Executivo de RH,Casado,78265,1,Não,44387,Não,1,1,1,1
556B-374A,Ralf,Moulton,Masculino,30,Algumas viagens,Vendas,43,New York,Branco,3,Graduação Técnica,Executivo de vendas,Casado,135160,1,Não,44387,Não,1,1,1,0
0B9A-B6DE,Mikol,Ortner,Masculino,19,Algumas viagens,Tecnologia,4,California,Branco,3,Ciência da Computação,Engenheiro de aprendizado de máquina,Solteiro,60077,1,Não,44388,Não,1,1,1,0
D6F0-006B,Mathilde,Spieck,Feminino,22,Algumas viagens,Tecnologia,38,Illinois,Branco,4,Ciência da Computação,Cientista de dados,Casado,31161,1,Sim,44396,Não,1,0,0,0
51A4-EA6E,Jo,Medlar,Não-binário,46,Algumas viagens,Vendas,17,California,Branco,3,Marketing,Executivo de vendas,Casado,223874,1,Não,44396,Sim,1,0,0,0
3412-9077,Grenville,Freckleton,Masculino,21,Algumas viagens,Tecnologia,43,New York,Branco,4,Ciência da Computação,Cientista de dados,Casado,38749,1,Não,44398,Não,1,0,0,0
6EB1-8442,Mellie,Ivie,Feminino,30,Viajante frequente,Tecnologia,32,California,Branco,4,Outro,Engenheiro de software senior,Solteiro,145589,1,Sim,44407,Não,1,1,1,1
954A-3829,Karlene,Lockless,Feminino,20,Viajante frequente,Tecnologia,23,California,Branco,3,Sistemas de informação,Engenheiro de software,Divorciado,31801,1,Sim,44410,Não,1,1,1,0
4F1D-6F75,Corry,Redwall,Feminino,19,Algumas viagens,Tecnologia,33,New York,Branco,3,Outro,Engenheiro de software senior,Casado,49005,0,Não,44412,Não,1,0,1,0
2BE9-93DB,Walden,Hartigan,Masculino,19,Algumas viagens,Vendas,5,California,Branco,1,Marketing,Executivo de vendas,Solteiro,53387,0,Não,44417,Não,1,0,1,1
ED6C-4287,Bette,Veevers,Feminino,27,Algumas viagens,Tecnologia,39,California,Branco,3,Ciência da Computação,Engenheiro de software senior,Divorciado,88122,1,Não,44419,Não,1,0,1,1
6A3B-A838,Moss,Standeven,Não-binário,19,Algumas viagens,Tecnologia,16,California,Branco,4,Sistemas de informação,Cientista de dados,Solteiro,41092,1,Não,44428,Não,1,1,1,0
D4FD-785B,Corina,Bellwood,Feminino,19,Algumas viagens,Tecnologia,7,Illinois,Branco,4,Ciência da Computação,Engenheiro de aprendizado de máquina,Solteiro,64882,0,Sim,44431,Não,1,0,0,0
BAA6-30C4,Tawnya,Saywood,Feminino,32,Algumas viagens,Vendas,43,California,Branco,3,Marketing,Gerente,Solteiro,202322,1,Não,44438,Não,1,0,1,0
A81C-AB62,Max,Aronstein,Masculino,21,Sem viagens,Tecnologia,19,New York,Branco,2,Ciência da Computação,Engenheiro de software senior,Divorciado,36012,0,Sim,44444,Não,1,1,1,1
001A-8F88,Christy,Jumel,Masculino,22,Algumas viagens,Tecnologia,40,California,Branco,4,Sistemas de informação,Engenheiro de software,Casado,27763,0,Não,44444,Não,1,0,1,0
86F7-CA91,Katlin,Callar,Feminino,21,Algumas viagens,Vendas,36,California,Branco,4,Marketing,Executivo de vendas,Divorciado,37035,3,Não,44450,Não,1,1,1,1
EC6A-DD76,Meade,Malthouse,Feminino,20,Viajante frequente,Tecnologia,31,New York,Branco,3,Sistemas de informação,Cientista de dados,Solteiro,37361,0,Não,44452,Sim,0,0,0,0
F346-3882,Algernon,Crudginton,Masculino,35,Algumas viagens,Vendas,31,California,Branco,2,Marketing,Executivo de vendas,Divorciado,200802,3,Não,44465,Não,1,0,1,0
BBEF-AC35,Ros,Dines,Feminino,21,Algumas viagens,Vendas,10,New York,Branco,3,Economia,Executivo de vendas,Divorciado,60769,1,Não,44466,Não,1,1,1,1
AF04-23EA,Obadiah,Van Schafflaer,Masculino,32,Algumas viagens,Tecnologia,39,New York,Branco,3,Estudos de Negócios,Gerente de análise,Casado,253019,0,Não,44467,Não,1,0,0,0
1A9A-17A3,Fifi,Stabler,Feminino,22,Sem viagens,Vendas,7,California,Branco,4,Marketing,Executivo de vendas,Casado,46546,1,Não,44468,Não,1,0,1,1
E164-4C29,Venita,Rottery,Feminino,21,Sem viagens,Vendas,15,California,Branco,4,Marketing,Executivo de vendas,Casado,76482,1,Não,44469,Não,1,1,1,0
C9F5-9B2C,Duane,Colhoun,Masculino,22,Viajante frequente,Vendas,11,California,Branco,3,Economia,Representante de vendas,Casado,34432,2,Não,44469,Não,1,0,0,1
F852-C94D,Arni,Maciunas,Masculino,21,Algumas viagens,Vendas,43,New York,Branco,3,Marketing,Executivo de vendas,Solteiro,47553,0,Não,44470,Não,1,1,1,0
